term,pos,comment,is_case_sensitive,en,comment_en
གྱི་ ཤོ་ གཙང་པོ,,place-—,yes,Gyisho River,"\nA river in Khotan.\nToh 357, Dharmachakra Translation Committee,v 1.0.14"
གྱིང་ ཇུ,,person-—,yes,Gying-ju,"\nUnidentified.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
གྱུར་བ་ སྐྱོ་བ་ མེད་པ་ གོ་ཆ་ བགོས,,person-—,yes,Bearer of the Armor Beyond Change and Free from Weariness,"\nA great bodhisattva.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
གྱུར་ མེད་ ལྡན,,place-—,yes,Possessing Immutability,"\nName of a buddha realm in the east where the buddha Unobstructed Glorious King of Medicine resides.\nToh 271, Annie Bien,v 1.1.13"
གྱེན་ དུ་ རྒྱལ,,place-Ujjayinī,yes,Ujjayinī,"\nThe city of Ujjayinī, located in the province of the same name. The Sanskrit Ujjayinī is commonly translated into Tibetan as ’phags rgyal.\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22"
གྱེན་རྒྱུ,,term-udāna,yes,Udāna,"\nOne of the five vital airs, centered in the throat.\nToh 431, Dharmachakra Translation Committee,v 2.28.10"
གྲགས་ཆེན,,person-Mahāyaśas,yes,Mahāyaśas,"\nName of a buddha.\nToh 46, Dharmachakra Translation Committee,v 1.0.4Mahāyasyā\nA king; a former incarnation of the Buddha.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
གྲགས་ དགའ,,place-—,yes,Renowned Joy,"\nA buddha realm.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
གྲགས་པ་ ཅན,,place-Kīrtimat,yes,Kīrtimat,"\nWorld of the tathāgata Viśālakīrti.\nToh 106, Buddhavacana Translation Group (Vienna),v 1.0.9"
གྲགས་པ་ ཆེན་པོ་ འཛིན་པ,,term-—,yes,Holding Great Renown,"\nThe name of an eon in which the Buddha Intelligence Arrayed with Immeasurable Eloquence resides.\nToh 78, Dharmachakra Translation Committee,v 1.0.8"
གྲགས་པ་ ཆེན་པོ,,person-—,yes,Highly Renowned,"\nName of the thus-gone one of the world system Impervious.\nToh 266, Dharmachakra Translation Committee,v 1.0.15Mahāyaśas\nOne of the future buddhas of this kalpa.\nToh 44-45, Peter Alan Roberts,v 0.0.8Mahākhya\nOne of the tathāgatas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲགས་པ་ དང་ གྲགས་པ་ འདྲེན་པ,,person-Kīrtikīrti,yes,Kīrtikīrti,"\nOne of the bodhisattvas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲགས་པ་ དྲི་མ་ མེད་པ,,person-Amalakīrti,yes,Amalakīrti,"\nOne of the bodhisattvas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲགས་པ་ བཟང་པོ,,term-Subhaga,yes,Subhaga,"\nThe name of a kalpa in the distant past.\nToh 44-45, Peter Alan Roberts,v 0.0.8Sukīrti\nOne of the bodhisattvas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲགས་པ་ བསྒྲགས་པ,,person-—,yes,Proclaimer of Fame,"\nA buddha.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
གྲགས་པ་ མ་སྨད་པ,,person-—,yes,Irreproachable Renown,"\nName of a buddha.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
གྲགས་པ་ མཐའ་ ཡས,,person-—,yes,Infinite Renown,"\nName of the thus-gone one of the world system Blissful.\nToh 266, Dharmachakra Translation Committee,v 1.0.15Anantakīrti\nOne of the bodhisattvas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲགས་པ་ འཕགས,,person-—,yes,Noble Fame,"\nA bodhisattva.\nToh 129, Dharmachakra Translation Committee,v 1.3.21"
གྲགས་པ་ ཡིད་ དུ་ འོང་བ་ -ས་ བཟང་བ,,person-Rucira­bhadra­yaśas,yes,Rucira­bhadra­yaśas,"\nOne of the future buddhas of this kalpa.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
གྲགས་པ་ ལྡན,,person-—,yes,Renowned,"\nA buddha.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
གྲགས་པ,,term-kīrti,yes,Glory,"\nPart of the Tibetan translation of a Skt. stock phrase for the expression of esteem. See “renown,” “good reputation.”\nToh 339, Bruno Galasek-Hul with Lama Kunga Thartse Rinpoche,v 1.0.9"
གྲགས་པ་ -འི་ ཏོག,,person-—,yes,Pinnacle of Renown,"\nA god; a member of the Buddha’s retinue.\nToh 163, Dharmachakra Translation Committee,v 1.0.5"
གྲགས་པ་ -འི་ འགྲོ་བ,,person-Gatikīrti,yes,Gatikīrti,"\nOne of the bodhisattvas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲགས་པ་ -འི་ འོད,,person-Kīrtiprabha,yes,Kīrtiprabha,"\nA buddha.\nToh 124, Dharmachakra Translation Committee.,v 1.1.11"
གྲགས་པ་ -འི་ སྒྲ་དབྱངས་ ཀྱི་ རྒྱལ་པོ,,person-—,yes,King of Renowned Melodious Sounds,"\nA buddha.\nToh 267, Sakya Pandita Translation Group (Tsechen Kunchab Ling Division),v 1.35.8"
གྲགས་པ་ -འི་ སྒྲ་ -ས་ འཇིགས་པ་ བཅོམ་པ,,person-—,yes,Overcoming Fears with Words of Renown,"\nThe name of a bodhisattva in the Buddha’s audience.\nToh 207, Buddhavacana Translation Group.,v 1.1.12"
གྲགས་པ་ -འི་ སྡེ,,person-—,yes,Renowned Force,"\nA great bodhisattva.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
གྲགས་ བཟང,,person-Ākhyadivya,yes,Ākhyadivya,"\nOne of the tathāgatas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16Subhaga\nA king, former incarnation of the Buddha.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
གྲགས་ བྱེད་ མ,,person-Khyātikarī,yes,Khyātikarī,"\nOne of the vidyārājñīs dwelling with Śākyamuni in the realm of the Pure Abode.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲགས་ མ,,person-Kīrtī,yes,Renowned Female,"\nNone\nToh 563, Dharmachakra Translation Committee.,v 1.4.7"
གྲགས་ འཕགས,,person-—,yes,Noble Fame,"\nA king.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14\nA sage.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
གྲགས་ ཡངས,,person-Vipulakīrti,yes,Vipulakīrti,"\nA buddha in the distant past.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
གྲགས་ ལྡན,,term-—,yes,Renowned,"\nA type of worm (srin bu) that lives in and feeds on the body.\nToh 58, Robert Kritzer,v 1.1.0"
གྲངས་ ཅན,,term-Sāmkhya,yes,Sāmkhya,"\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
གྲངས་མེད་པ,,term-—,yes,Innumerable,"\nNone\nToh 145, David Jackson  under the patronage and supervision of 84000: Translating the Words of the Buddha,v 1.4.16"
གྲངས་མེད,,term-asaṃkhyeya,yes,Innumerable,"\nA distinct number. 1 to the power of 60, according to the Abhidharmakośa.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
གྲངས་ ལས་ འདས་པ,,person-—,yes,Innumerable,"\nName of a former incarnation of the Buddha while he was a practicing bodhisattva.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
གྲམ་ ཅན,,place-—,yes,Endowed with Riverbanks,"\nA land in the east of Jambudvīpa.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲམ་ སག་ གི་ ཆུ,,place-—,yes,Sloping Banks,"\nA river on Saṅkāśa.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲིབ་མ་ གཅིག་པུ་པ,,place-—,yes,Sole Shadow,"\nA forest in Continuous Movement.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲིབ་མ་ མེད་པ,,place-—,yes,No Shadows,"\nA forest on Vast Garlands of Bliss.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲིབ་མ་ སྔོན་པོ,,place-—,yes,Blue Shade,"\nA mountain by Lake Expansive.\nToh 287, Dharmachakra Translation Committee,v 1.0.11Blue Shadows\nA forest on Saṅkāśa.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲིབ་མ་ སྣུམ་ ཞིང་ ནག་པ,,place-—,yes,Rich and Dark Shade,"\nA forest in Continuous Movement.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲིབ་མ་ -འི་ རྩེ་ ལ་ འབྱུང་བ,,person-—,yes,Emerging at the Summit of the Shadows,"\nA rākṣasī who lives in Black Waters\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲུ་གསུམ་པ,,place-—,yes,Born Triangular,"\nAn area in Kuru.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲུ་གུ,,person-—,yes,Drugu,"\nDrugu is the name of an ancient people living in north west Tibet.\nToh 357, Dharmachakra Translation Committee,v 1.0.14"
གྲུ་ དག,,person-Pota,yes,Pota,"\nAnother name of the king Mahendra.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲུ་ བཟང,,person-Mahāpota,yes,Mahāpota,"\nAnother name of the king Mahendra.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲུ་འཛིན་ རི,,place-Potala,yes,Potala,"\nNone\nToh 437, Dharmachakra Translation Committee,v 2.42.6"
གྲུ་འཛིན,,person-Potalaka,yes,Potalaka,"\nMaudgalyāyana’s father, who was a wealthy royal priest.\nToh 1-1, Robert Miller and team,v 1.35.7\nThe name of the mountain where the bodhisattva Avalokiteśvara dwells (Edgerton 354.2). A city ruled by King Mahendra before the time of Buddha Śākyamuni.\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22\nA mountain in South India, presently known as Potikai, that was of great importance to both Tamil Buddhists and Śaivists (who saw it as the residence of Śiva, known as Lokeśvara). This is the first mention in a sūtra that has identified Avalokiteśvara with this mountain as his residence rather than the pure realm of Sukhāvatī. However, in this sūtra the verse appears to locate it in the ocean, while the prose appears to describe it on land. In Tibet and China, Potalaka was believed to be an island. In Tibet it is usually referred to by the shortened form Potala.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
གྲུབ་པ་ དང་ བདེ་བ,,term-yogakṣema,yes,Unsurpassable good,"\nSee Edgerton 1953, p. 448,1–2; Tillemans 1997, p. 157ff. Lamotte translates this term with ‘. . . de sécurité suprême’; see Lamotte 1935, p. 175.\nToh 106, Buddhavacana Translation Group (Vienna),v 1.0.9"
གྲུབ་པ་ -འི་ གོ་ཆ,,person-—,yes,Armor of Accomplishment,"\nA buddha.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
གྲུབ་པ་ -འི་ བློ་གྲོས,,person-Siddhimati,yes,Siddhimati,"\nA medicine deity; a bodhisattva who seeks a prophecy from Śākyamuni.\nToh 138, Dharmachakra Translation Committee,v 1.0.14"
གྲུབ་ མ,,person-Siddhā,yes,Siddhā,"\nOne of the great dūtīs attending upon Lord Vajrapāṇi.\nToh 543, Dharmachakra Translation Committee,v 1.21.16Rādhā\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
གྲུབ་ མཛད,,person-Siddhaṃkara,yes,Siddhaṃkara,"\nOne of the tathāgatas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲེ་ ལྡན,,person-Phalguvatī,yes,Phalguvatī,"\nThe name of a nakṣatra.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲེ,,term-Pūrvaphalgunī,yes,Pūrvaphalgunī,"\nThe name of a lunar asterism. Its chief star is known as Delta Leonis in the occidental tradition.\nToh 138, Dharmachakra Translation Committee,v 1.0.14Phālgunī\nThere are two Phālgunī, Pūrvaphālgunī and Uttaraphālgunī.\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
གྲོ་བ་ ཀུན་ འགྱུར་བ་ -འི་ གོ་ཆ,,person-—,yes,Armor of Entering All Realms,"\nA great bodhisattva.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
གྲོ་བ་ འཛིན,,person-Jagatīdhara,yes,Jagatīdhara,"\nA kṣatriya.\nToh 124, Dharmachakra Translation Committee.,v 1.1.11Caretaker of Beings\nA bodhisattva in the retinue of the Buddha Śākyamuni.\nToh 152, Dharmachakra Translation Committee,v 1.5.10"
གྲོ་བཞིན་ སྐྱེས་ གནས་པ་ -འི་ ཡུལ་ གྱི་ མཐའ,,place-Śroṇāparāntaka,yes,Śroṇāparāntaka,"\nA country.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6"
གྲོ་བཞིན་ སྐྱེས་ རྣ་བ་ བྱེ་བ་ རི,,person-Śroṇakoṭīkarṇa,yes,Śroṇakoṭīkarṇa,"\nOne of the śrāvakas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲོ་བཞིན,,place-Śravaṇa,yes,Śravaṇa,"\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
གྲོ་ཞིན་ སྐྱེས་ བྱེ་བ་ ཉི་ཤུ་པ,,person-Śroṇakoṭīviṃśa,yes,Śroṇakoṭīviṃśa,"\nA disciple of the Buddha, known in Pāli as Soṇa Koḷivisa.\nToh 347, Lokākṣi Translator Group,v 1.0.5"
གྲོག་མཁར་ སྐྱེས,,person-Vālmīki,yes,Vālmīki,"\nOne of the sages (ṛṣi).\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲོག་མཁར,,person-Vālmīki; Valmika; Valmīka,yes,Vālmīki,"\nAncient Indian rishi who is renowned as the author of the Rāmāyaṇa.\nToh 127, Peter Alan Roberts,v 1.45.16Valguka\nA nāga king.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6"
གྲོགས་ ན་ བདེ,,person-Sukhasaṃvāsa,yes,Sukhasaṃvāsa,"\nA bodhisattva.\nToh 124, Dharmachakra Translation Committee.,v 1.1.11"
གྲོགས་པ་ ཉན,,person-—,yes,Beautiful Voice,"\nThe horse that pulls the chariot of the sun.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲོགས་པོ་ -འི་ ལོངས་སྤྱོད,,place-—,yes,Enjoyed by Friends,"\nA land to the west of Jambudvīpa.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲོང་ཁྱེར་ ཁོར་ཡུག,,place-cakravālapur,yes,Cakravālapur,"\nNone\nToh 563, Dharmachakra Translation Committee.,v 1.4.7"
གྲོང་ཁྱེར་ ཅན,,place-—,yes,Where There Is a City,"\nA city. See also note https://read.84000.co/translation/UT22084-001-006.html#UT22084-001-006-2049.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6"
གྲོང་ཁྱེར་ ཐམས་ཅད་ བསྲུང་བ་ འབྱུང་བ་ -འི་ གཟི་བརྗིད་ དཔལ,,person-Sarva­nagara­rakṣā­saṃbhava­tejaḥ­śrī,yes,Sarva­nagara­rakṣā­saṃbhava­tejaḥ­śrī,"\nA night goddess in Bodhgaya.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
གྲོང་ཁྱེར་ དགའ་ མཆོག་ བརྒྱན,,place-Ratipradhāna,yes,Ratipradhāna,"\nName of a city built for Puṇyaraśmi’s enjoyment by his father, King Arciṣmān.\nToh 62, Vienna Buddhist Translation Studies Group,v 1.0.2"
གྲོང་ཁྱེར་ དམར་ གནས,,place-—,yes,Red City,"\nA realm of the ever-infatuated gods.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
གྲོང་ཁྱེར་ བརྒྱན་པ་ -འི་ རྒྱལ་པོ,,place-—,yes,King of Adorned Cities,"\nA buddha realm.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
གྲོང་ཁྱེར་ མཐའ་ ཡས,,place-Nagarānanta,yes,Nagarānanta,"\nKing Ananta’s palace.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
གྲོང་ཁྱེར་ འཁོར་ཡུག,,person-Cakravālapur,yes,Surrounding City,"\nNone\nToh 563, Dharmachakra Translation Committee.,v 1.4.7"
གྲོང་ཁྱེར་ འཛིན,,term-—,yes,Holding the city,"\nThe name of a karmic wind involved in the formation of an embryo in its twenty-fifth week.\nToh 58, Robert Kritzer,v 1.1.0"
གྲོང་ཁྱེར་ ལྟེང་ རྒྱས,,place-Urubilvā,yes,Urubilvā,"\nA place near Bodhgaya.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
གྲོང་ཁྱེར་ ཤིན་ཏུ་ རྣམ་པ་ -ར་ དག་པ,,place-—,yes,Pure City,"\nName of a palace.\nToh 152, Dharmachakra Translation Committee,v 1.5.10"
